,train_acc,train_auc,train_ppl_score,train_ppl_diff,test_acc,test_auc,test_ppl_score,test_ppl_diff,token
0,0.5185185185185185,0.537037037037037,-0.013879436697297682,-0.7166381058869433,0.625,0.657986111111111,0.3570344818882464,20.523445288340255,Ċ
1,0.5185185185185185,0.5315500685871056,-0.026333378621216395,-1.4036823202062578,0.625,0.6545138888888888,0.32970810393022265,19.778804540634155,**
2,0.5185185185185185,0.5315500685871056,-0.015605921931491105,-0.864839447869187,0.625,0.6527777777777778,0.3273671805916104,20.524426619211837,Task
3,0.5185185185185185,0.5312071330589849,-0.010068294767919725,-0.5329824730201977,0.625,0.6545138888888888,0.33609383415710553,20.27623677253723,:
4,0.5185185185185185,0.5301783264746227,-0.020144079509721906,-1.0547414709020444,0.625,0.6510416666666666,0.3097783700967373,18.766924063364655,ĠAnaly
5,0.5185185185185185,0.5318930041152263,-0.013585402954548558,-0.6605807763558857,0.625,0.6458333333333334,0.32573231657626084,18.44469563166301,ze
6,0.5185185185185185,0.5342935528120714,-0.0070337389415486215,-0.3188850614759673,0.625,0.6493055555555556,0.34121520904676794,18.121544202168778,Ġthe
7,0.5185185185185185,0.5229766803840878,-0.03533653792005396,-1.788585238986542,0.6041666666666666,0.6354166666666666,0.27483620586773355,16.334901571273804,ĠSpeaker
8,0.5185185185185185,0.5243484224965707,-0.02986528830066861,-1.4094050018875635,0.6041666666666666,0.6354166666666667,0.28926639729211073,16.102364619572953,'s
9,0.5,0.5233196159122085,-0.027126315244806982,-1.3066792664704536,0.6041666666666666,0.6302083333333334,0.2859852776555137,16.26632968584697,ĠCl
10,0.5,0.5243484224965707,-0.019629966928448272,-0.898384341487187,0.6041666666666666,0.6302083333333334,0.2937823862721079,16.048347155253097,arity
11,0.5,0.5257201646090535,-0.01389604284138375,-0.605128288269043,0.6041666666666666,0.6319444444444444,0.3094582400418888,16.087321599324554,**ĊĊ
12,0.5,0.526406035665295,-0.008033221287787018,-0.3349690260710503,0.625,0.6336805555555556,0.32019173806178985,16.021971543629974,**
13,0.5,0.5267489711934157,-0.006499869331825455,-0.26828903622096334,0.625,0.6319444444444445,0.31938096836450464,15.920650959014893,Objective
14,0.5,0.5267489711934157,-0.0010735123809441016,-0.04187884154143262,0.625,0.6336805555555556,0.33198797301931887,15.680910587310791,:**
15,0.5,0.5294924554183813,0.005625358828728086,0.21053709807219434,0.625,0.6354166666666666,0.347151591651617,15.74524474143982,ĠEvaluate
16,0.5,0.5288065843621399,0.010981221220360764,0.3870824531272632,0.625,0.642361111111111,0.3600056102833526,15.419330596923828,Ġthe
17,0.5,0.5298353909465021,0.01594958728263872,0.5559200710720518,0.625,0.6440972222222222,0.36707343417546306,15.544538974761963,Ġclarity
18,0.5,0.5301783264746227,0.021565886882077185,0.7099665535820776,0.625,0.6440972222222222,0.3798898030684277,15.22634236017862,Ġof
19,0.5,0.5284636488340192,0.027000019201876366,0.8397131319399165,0.625,0.6458333333333333,0.3924649304800702,14.8928263982137,Ġthe
20,0.5,0.5298353909465021,0.032056941668660695,0.9432890856707488,0.625,0.6458333333333334,0.40478721885691665,14.558830102284745,Ġspeaker
21,0.5185185185185185,0.5325788751714678,0.037503602476869145,1.0449669449417698,0.625,0.6493055555555556,0.41700352398399154,14.229614178339645,'s
22,0.5185185185185185,0.5363511659807956,0.04399645900937703,1.1856024353592431,0.6458333333333334,0.6597222222222222,0.437359329438051,14.524275620778404,Ġdescription
23,0.5,0.5384087791495199,0.056087067908932864,1.4668997658623653,0.6458333333333334,0.6597222222222222,0.45727628902705986,14.713954448699951,Ġby
24,0.49074074074074076,0.5387517146776406,0.06605938791237131,1.6692879641497527,0.6458333333333334,0.6631944444444444,0.47019457686655836,14.721315701802574,Ġassessing
25,0.5,0.5401234567901235,0.07292457439781705,1.7541967674537915,0.6458333333333334,0.6666666666666666,0.4829400429138895,14.42507378260295,Ġthe
26,0.49074074074074076,0.539437585733882,0.0684072871963483,1.6373873463383433,0.6458333333333334,0.6666666666666666,0.48814890694831586,14.431682984034218,Ġease
27,0.5185185185185185,0.5401234567901234,0.07426749214506691,1.692955334981285,0.6458333333333334,0.6684027777777778,0.4990705989772353,14.08374865849813,Ġof
28,0.5370370370370371,0.5418381344307269,0.07993067553971661,1.737080044216576,0.6458333333333334,0.6666666666666666,0.5097219225087752,13.737406651179,Ġunderstanding
29,0.5092592592592593,0.5445816186556927,0.08601344744103445,1.787884217721448,0.6458333333333334,0.6684027777777778,0.5202992857094019,13.428470055262245,Ġthe
30,0.5092592592592593,0.5462962962962963,0.09583700429495236,1.917416007430468,0.6458333333333334,0.671875,0.5297602486582803,13.297243833541863,Ġscene
31,0.5092592592592593,0.5497256515775034,0.10491753233973723,2.0566272735595703,0.6458333333333334,0.6753472222222222,0.5486471655430074,13.488942782084152,.ĊĊ
32,0.5185185185185185,0.5507544581618656,0.1109525411775562,2.0780303743150483,0.6458333333333334,0.6753472222222222,0.5592105768633067,13.163088877995811,**
