,train_acc,train_auc,train_ppl_score,train_ppl_diff,test_acc,test_auc,test_ppl_score,test_ppl_diff,token
0,0.5185185185185185,0.5380658436213992,-0.015125730427691,-0.7718444400363467,0.625,0.657986111111111,0.3526345231627529,20.28127884864807,Ċ
1,0.5185185185185185,0.5298353909465021,-0.02561887876008202,-1.4427307976616817,0.625,0.6562499999999999,0.3204987310502702,20.427144686381013,Discuss
2,0.5185185185185185,0.5325788751714677,-0.03045421277125298,-1.7640581130981445,0.625,0.6545138888888888,0.31789348697984426,20.702064355214432,Ġanything
3,0.5,0.530349794238683,-0.0343305937518029,-2.0167466622811787,0.625,0.6510416666666666,0.310435827149299,20.670390923817948,Ġnotable
4,0.5,0.5305212620027435,-0.03051631400528028,-1.7027296843352104,0.625,0.6510416666666666,0.31761713048619183,20.285641829172775,Ġin
5,0.5,0.5291495198902606,-0.030716794994451534,-1.6308644965842944,0.625,0.6510416666666667,0.3283493750525124,19.93057767550151,Ġthe
6,0.5,0.5267489711934156,-0.032973991218982444,-1.8625127297860473,0.625,0.6458333333333334,0.32593045358353145,20.527248223622635,Ġabove
7,0.5,0.5236625514403292,-0.03400707060872786,-1.8553358713785855,0.625,0.6440972222222222,0.3178395148288664,19.368976831436157,Ġtext
8,0.5185185185185185,0.5233196159122085,-0.028856968265803196,-1.480616604840307,0.625,0.6458333333333334,0.32990061804105036,19.012994289398193,.
9,0.5092592592592593,0.5222908093278463,-0.039211693816344206,-2.3298257545188648,0.6041666666666666,0.6440972222222223,0.30538812626732303,20.090635299682617,ĠInclude
10,0.5092592592592593,0.5209190672153635,-0.03775642315659909,-2.2874484592013857,0.6041666666666666,0.6423611111111112,0.30543462896505946,20.484491109848022,Ġas
11,0.5092592592592593,0.5233196159122085,-0.044391835633071676,-2.878520965576172,0.6041666666666666,0.6406250000000001,0.28549288432248887,20.309428373972565,Ġmuch
12,0.5092592592592593,0.5236625514403292,-0.03958865833703167,-2.400231679280594,0.6041666666666666,0.638888888888889,0.2989800675101415,19.989387035369873,Ġdetail
13,0.5092592592592593,0.5243484224965707,-0.034413185965503724,-1.9473967375578667,0.625,0.642361111111111,0.31274871181913283,19.625257174173996,Ġas
14,0.5092592592592593,0.5253772290809328,-0.03085823726220866,-1.6417759436148174,0.625,0.642361111111111,0.3225617959272643,19.145073175430298,Ġpossible
15,0.5092592592592593,0.5264060356652949,-0.02469628501975158,-1.2415684594048315,0.625,0.642361111111111,0.33390460012356976,18.797965606053666,.
16,0.5,0.5260631001371743,-0.018940511659877153,-0.8933875825670015,0.625,0.640625,0.3471900329549308,18.446919202804565,<|eot_id|>
17,0.5,0.5281207133058986,-0.013737979956654205,-0.6085487648292798,0.625,0.6440972222222222,0.3603592369698806,18.053402423858643,<|start_header_id|>
18,0.5185185185185185,0.5294924554183813,-0.008521658010088482,-0.3550040986802827,0.625,0.6475694444444444,0.37338429828508884,17.657710154851287,assistant
19,0.5185185185185185,0.5315500685871056,-0.003290600033701071,-0.12909405319778955,0.6458333333333334,0.6493055555555556,0.3862645982974005,17.262006998062134,<|end_header_id|>
20,0.5185185185185185,0.5325788751714677,0.001957559734708548,0.07241485736989262,0.6458333333333334,0.6493055555555556,0.3990002649877821,16.868140141169235,ĊĊ
21,0.5277777777777778,0.53360768175583,0.007994110261263211,0.28033072860152686,0.6458333333333334,0.6458333333333334,0.4091598395991021,16.48027729988098,What
22,0.5277777777777778,0.5360082304526749,0.014842344024305813,0.49530619162101175,0.6458333333333334,0.6527777777777778,0.42450892173148286,16.28901521364847,Ġa
23,0.5092592592592593,0.5390946502057612,0.05283891283586122,1.7763528470639898,0.6458333333333334,0.654513888888889,0.4262096312691841,16.50393954912822,Ġchaotic
24,0.5092592592592593,0.5435528120713307,0.06628921444636648,2.1567142627857407,0.6458333333333334,0.6579861111111112,0.44468326270180336,16.54395159085591,Ġscene
25,0.5185185185185185,0.5507544581618655,0.08515260823044526,2.7370724148220518,0.6458333333333334,0.6631944444444444,0.4684073395452987,17.118411223093673,Ġyou
26,0.5185185185185185,0.5517832647462277,0.09223807898625357,2.81278645550762,0.6458333333333334,0.671875,0.48146328349250916,16.73457153638204,'ve
27,0.5462962962962963,0.5528120713305898,0.09899806690655526,2.8727505648577605,0.6458333333333334,0.671875,0.49411411715026377,16.37719845771789,Ġdescribed
28,0.5462962962962963,0.5521262002743483,0.10585841170936944,2.9251520722000635,0.6458333333333334,0.671875,0.5059418677217531,16.012606620788567,!
29,0.5462962962962963,0.5538408779149521,0.11399447807039684,3.064677732962153,0.6458333333333334,0.671875,0.514231482226033,15.865281105041504,ĠHere
30,0.5462962962962963,0.5596707818930041,0.1329846034390701,3.4327428959034094,0.6458333333333334,0.671875,0.5329317141554382,15.899733702341713,Ġare
31,0.5462962962962963,0.56241426611797,0.14732503487095702,3.6459903717041016,0.6458333333333334,0.6770833333333333,0.5483728125080418,15.835228363672897,Ġsome
32,0.5185185185185185,0.5641289437585735,0.15459470540948358,3.650379039623118,0.6458333333333334,0.6805555555555555,0.5608251598759406,15.498733441034958,Ġnotable
33,0.5370370370370371,0.5651577503429355,0.16103531114723013,3.6517893120094556,0.6458333333333334,0.6840277777777777,0.570245828083653,15.152118841807045,Ġpoints
34,0.5555555555555556,0.5665294924554183,0.17323858694528613,3.8431623600147375,0.6458333333333334,0.6857638888888888,0.5929232687220083,15.376743157704666,Ġto
35,0.5462962962962963,0.5668724279835391,0.1782510335871048,3.8207679324679873,0.6458333333333334,0.6875,0.6037499103389781,15.125425100326545,Ġdiscuss
36,0.5462962962962963,0.5675582990397805,0.18456421824432234,3.783282597859703,0.6458333333333334,0.6909722222222222,0.6144570025883744,14.75229159990947,:ĊĊ
37,0.5462962962962963,0.5727023319615913,0.19188495316978021,3.820619441844798,0.6458333333333334,0.6909722222222222,0.6259995960363622,14.59885780016581,**
38,0.5462962962962963,0.5757887517146777,0.21709589372266064,4.454767968919548,0.6458333333333334,0.6909722222222222,0.6062650770575227,14.843926270802818,Kitchen
39,0.5555555555555556,0.5788751714677641,0.2341253026502922,4.79884543242278,0.6458333333333334,0.689236111111111,0.6186547229824128,15.057478030522667,ĠMay
40,0.5462962962962963,0.5802469135802469,0.24075834328486198,4.72789192199707,0.6458333333333334,0.6927083333333334,0.6291302477635148,14.697651386260993,hem
41,0.5462962962962963,0.5809327846364883,0.24829844434080808,4.776650040237989,0.6458333333333334,0.6961805555555556,0.6450466128495759,14.654354969660446,**ĊĊ
42,0.5555555555555556,0.5847050754458163,0.25662516541879987,4.752944310506187,0.6458333333333334,0.6996527777777778,0.6551787744040773,14.367627620697021,*
43,0.5740740740740741,0.5877914951989026,0.2642940770255558,4.707363128662109,0.6458333333333334,0.701388888888889,0.6646748282651799,14.04464546839396,ĠThe
44,0.5740740740740741,0.5994513031550068,0.3035214046912278,5.777326054043243,0.6458333333333334,0.7118055555555556,0.6994643649213456,15.622025330861412,Ġstool
45,0.5648148148148148,0.6066529492455418,0.3193910329964616,5.901792808815287,0.6458333333333334,0.7135416666666666,0.7063024245614834,15.335677226384483,Ġis
46,0.5833333333333334,0.6080246913580247,0.3591585346534619,6.817367377104581,0.6666666666666666,0.7135416666666666,0.6643564998288966,15.135472218195602,Ġfalling
47,0.5833333333333334,0.6069958847736626,0.3632741633287457,6.690156936645508,0.6666666666666666,0.7152777777777778,0.6849947564694094,15.130624214808144,Ġover
48,0.5833333333333334,0.6111111111111112,0.3715254301282296,6.5821149967334875,0.6666666666666666,0.7152777777777778,0.6935932919902942,14.77794941266378,","
49,0.5555555555555556,0.6131687242798354,0.3864146363906776,6.638966631006312,0.6666666666666666,0.7204861111111112,0.7058408074862824,14.6545889377594,Ġwhich
50,0.5648148148148148,0.6169410150891633,0.3940340327265397,6.536825957121671,0.6666666666666666,0.7204861111111112,0.7176158321574735,14.416979392369583,Ġsuggests
51,0.5648148148148148,0.6193415637860082,0.4007099368965562,6.423593521118164,0.6666666666666666,0.7239583333333334,0.7286848258074697,14.165045579274498,Ġthat
52,0.5648148148148148,0.6210562414266119,0.408201056465189,6.42750676472982,0.6666666666666666,0.71875,0.7222952907206296,13.932808876037598,Ġit
53,0.5648148148148148,0.6224279835390947,0.4148381647875294,6.331251886155869,0.6666666666666666,0.7291666666666666,0.7327382505568044,13.707479874293007,'s
54,0.5648148148148148,0.6248285322359396,0.4256965362002731,6.418863013938626,0.6666666666666666,0.732638888888889,0.7405100842302549,13.697714169820152,Ġeither
55,0.5740740740740741,0.6316872427983539,0.44405648151786087,6.702088779873321,0.6666666666666666,0.734375,0.7523850009153309,13.983172972997032,Ġold
56,0.5740740740740741,0.6344307270233196,0.4535647891766835,6.658092710706924,0.6666666666666666,0.736111111111111,0.7585205362560073,13.754072586695358,","
57,0.5925925925925926,0.6364883401920438,0.4608514515000915,6.580407813743314,0.6666666666666666,0.7361111111111112,0.7634970808720359,13.506242434183761,Ġunstable
58,0.5925925925925926,0.638888888888889,0.4684604037790748,6.45829338497586,0.6666666666666666,0.7361111111111112,0.7720075865598256,13.212702592213944,","
59,0.5925925925925926,0.6426611796982168,0.47606354535052586,6.339742271988477,0.6666666666666666,0.7378472222222222,0.7803367017370046,12.927508989969887,Ġor
60,0.6018518518518519,0.6454046639231825,0.48091639055052915,6.268161385147664,0.6666666666666666,0.7378472222222222,0.7860292622546421,12.757077058156334,Ġhas
61,0.6018518518518519,0.647119341563786,0.48812423018910583,6.153627925448944,0.6875,0.7395833333333334,0.7939765514074376,12.487604300181069,Ġbeen
62,0.5925925925925926,0.6457475994513032,0.4940936190445395,6.243604165536389,0.6666666666666666,0.7378472222222222,0.7973304364837976,12.629093964894615,Ġpoorly
63,0.5925925925925926,0.6474622770919067,0.5019942568708126,6.159778100472906,0.6666666666666666,0.7413194444444444,0.8045006899704438,12.401948928833008,Ġmaintained
64,0.5925925925925926,0.6488340192043897,0.5132821790812254,6.124177579526545,0.6875,0.7447916666666665,0.8159147548512944,12.281182845433548,.
65,0.6111111111111112,0.6522633744855968,0.5233831680420151,6.0682955847846145,0.6875,0.7447916666666665,0.8239454690501017,12.079938650131226,ĠThis
66,0.6111111111111112,0.6546639231824418,0.5339724182851863,6.105974903813113,0.7083333333333334,0.7465277777777777,0.8323576972151978,11.993925333023071,Ġadds
67,0.6111111111111112,0.656721536351166,0.5435020858957478,6.0449658853036325,0.7083333333333334,0.7482638888888888,0.8376945365806273,11.738739490509033,Ġto
